,Unnamed: 0,title,company,salary,summary,location
948,48,Content Strategist,SafelyYou,,"You will work to ensure all content created is aligned with SafelyYou’s objectives and applicable target audiences, working closely with both the Marketing team…",
949,49,Data Analyst,GSN Games,,"You’ll use problem-solving skills, sound logic, and data tools like SQL/Bigquery/Python, in order to identify and evaluate trends, determine real value of team…",
950,50,Digital Products - Product Manager,PRICE WATERHOUSE COOPERS,,"Managing/coaching small multidisciplinary product teams and collaborating with designers, business users, and developers to innovate and drive product…",
951,51,SALES/TECHNOLOGY ADVISOR,AUDIOVISIONS,,"Relationship cultivation by developing and nurturing current and potential relationships with architects, builders, designers and clients.",
952,52,VP of Software Engineering,Sofar Ocean,,"You will collaborate with a top-notch team of engineers, ocean scientists and product designers to translate user needs into high-quality software that empowers…",
953,53,Primary Care Family Medicine Physician Assistant,Circle Medical,,Board-certified in Internal Medicine or Family Medicine and licensed to practice in California.1-2 years post-graduate practice experience required; 3-5 years…,
954,54,Primary Care Family Medicine Nurse Practitioner,Circle Medical,,Board-certified in Internal Medicine or Family Medicine and licensed to practice in California.1-2 post graduate practice experience required; 3-5 years post…,
955,55,Financial Analyst Health Design & Construction,University of California San Francisco,,"Planners, designers, administrators, contractors, inspectors, and others work together to meet the needs of UCSF clients.",
956,56,Lead Product Designer,SAP,,"Background in any of the following: data mining, process analysis or intelligence, business process modelling, B2B product development.",
957,57,Senior Backend Engineer,Panther Labs,,"Experience partnering with frontend engineers, product managers and designers.Partner with backend engineers, frontend engineers, designers and product…",
958,58,Graphic Designer,"Amyris, Inc.",,The Graphic Designer will collaborate and design engaging creative that focuses on emails and seasonal promotions.,
959,59,Lead Metaverse Economist,MANTICORE GAMES,,"You will utilize economic methodologies, behavioral psychology, and business intelligence to support the design and maintenance of a healthy economy.",
960,60,"Product Manager, Artificial Intelligence/Machine Learning",Facebook App,,"Facebook Product Managers in Artificial Intelligence (AI)/Machine Learning (ML) work with teams of engineers, state-of-the-art machine learning experts from…",
961,61,"Product Manager, Data and Machine Learning",DISH,,"Demonstrated entrepreneurial or intrapreneurial experience collaborating with data scientists, engineers, and designers solving customer problems with a data…",
962,62,"Senior Talent Management Specialist - Remote, US",Splunk,,Strategic organizational and analytical skills as well as effective interpersonal communication and high emotional intelligence is at the crux of success in…,
963,63,"Product Manager, Market Data Platform",Dow Jones,,Working closely with software developers and designers throughout the product lifecycle.The Market Data platform group at Dow Jones delivers stock market…,
964,64,Builder Sales Manager,COSENTINO,,"Develop, establish, and grow relationships with all targeted builder accounts by cold calling, scheduling appointments, and meeting with potential and existing…",
965,65,Staff/Senior Product Designer,Salesforce,,"As part of our highly collaborative team of cross-functional designers, researchers, and engineers, you'll help shape the Salesforce customer experience with a…",
966,66,Senior User Experience Researcher,Salesforce,,"By adding intelligence to automation, this combination offers the horsepower and flexibility to automate the toughest processes – including undocumented…",
967,67,newAML Training Specialist – Promontory,IBM,,"To think along with clients and sell.Promontory Risk Review, an IBM Company, is seeking an engaging, dynamic Instructional Designer and Facilitator who will…",
968,68,Quality Systems Architect,Dignity Health System Office,,"High level of emotional intelligence and interpersonal skills.The Quality Systems Architect is a hands-on data analyst, technologist and designer who has…",
969,69,"Senior Manager, Business Operations, Artist Community",Minted,,High emotional intelligence and will be able to handle sometimes sensitive communication with grace and humility.,
970,70,"Software Engineer, Route Optimization Engine",Sofar Ocean,,"A great communicator with a collaborative mindset who enjoys working with other engineers, designers, product managers, and scientists.",
971,71,A&D Workplace Manager-San Francisco,Allsteel Inc.,,"Contribute to strategy and solution development in sales pursuits through strategic sharing/applications of Allsteel’s thought leadership and toolkit,…",
972,72,"Sr. Solutions Engineer, AI@unity",Unity Technologies,,"Creators, ranging from game developers to artists, architects, automotive designers, filmmakers, and others, use Unity to make their imaginations come to life.",
